user_id,assigned_group,personality_type,travel_frequency
14027,B,comfort-oriented,daily
14028,A,comfort-oriented,daily
14029,A,efficiency-oriented,daily
14030,A,comfort-oriented,daily
14031,A,neutral,rarely
14032,B,efficiency-oriented,daily
14033,B,efficiency-oriented,weekly
14034,A,comfort-oriented,daily
14035,B,efficiency-oriented,weekly
14036,B,efficiency-oriented,rarely
14037,A,comfort-oriented,rarely
14038,A,efficiency-oriented,daily
14039,B,efficiency-oriented,daily
14040,A,comfort-oriented,daily
14041,A,efficiency-oriented,daily
14042,A,efficiency-oriented,daily
14043,B,efficiency-oriented,weekly
14044,A,efficiency-oriented,rarely
14045,A,efficiency-oriented,weekly
14046,A,comfort-oriented,rarely
14047,A,comfort-oriented,rarely
14048,A,efficiency-oriented,daily
14049,B,efficiency-oriented,weekly
14050,A,neutral,daily
14051,B,comfort-oriented,daily
14052,A,efficiency-oriented,weekly
14053,B,efficiency-oriented,daily
14054,B,efficiency-oriented,daily
14055,A,neutral,weekly
14056,B,neutral,daily
14057,A,efficiency-oriented,daily
14058,B,efficiency-oriented,daily
14059,A,efficiency-oriented,weekly
14060,B,efficiency-oriented,weekly
14061,B,neutral,daily
14062,B,efficiency-oriented,daily
14063,B,efficiency-oriented,rarely
14064,A,efficiency-oriented,daily
14065,B,comfort-oriented,weekly
14066,B,efficiency-oriented,daily
14067,B,efficiency-oriented,rarely
14068,A,neutral,daily
14069,B,efficiency-oriented,daily
14070,A,efficiency-oriented,weekly
14071,B,efficiency-oriented,daily
14072,A,comfort-oriented,weekly
14073,A,comfort-oriented,daily
14074,B,efficiency-oriented,daily
14075,A,efficiency-oriented,weekly
14076,B,efficiency-oriented,weekly
14077,B,comfort-oriented,daily
14078,A,efficiency-oriented,daily
14079,A,efficiency-oriented,daily
14080,B,comfort-oriented,daily
14081,A,efficiency-oriented,weekly
14082,B,comfort-oriented,daily
14083,B,efficiency-oriented,daily
14084,A,comfort-oriented,daily
14085,A,neutral,weekly
14086,A,efficiency-oriented,weekly
14087,B,efficiency-oriented,daily
14088,A,comfort-oriented,daily
14089,A,efficiency-oriented,weekly
14090,B,efficiency-oriented,daily
14091,B,efficiency-oriented,weekly
14092,A,efficiency-oriented,daily
14093,A,efficiency-oriented,daily
14094,B,efficiency-oriented,daily
14095,B,efficiency-oriented,daily
14096,B,efficiency-oriented,daily
14097,B,efficiency-oriented,rarely
14098,B,efficiency-oriented,weekly
14099,B,comfort-oriented,daily
14100,B,efficiency-oriented,weekly
14101,B,efficiency-oriented,rarely
14102,B,efficiency-oriented,daily
14103,A,efficiency-oriented,weekly
14104,A,efficiency-oriented,weekly
14105,B,efficiency-oriented,daily
14106,A,neutral,daily
14107,B,comfort-oriented,daily
14108,A,efficiency-oriented,weekly
14109,B,efficiency-oriented,daily
14110,A,comfort-oriented,daily
14111,B,efficiency-oriented,daily
14112,B,comfort-oriented,daily
14113,A,comfort-oriented,rarely
14114,B,efficiency-oriented,weekly
14115,A,efficiency-oriented,weekly
14116,A,comfort-oriented,daily
14117,A,efficiency-oriented,weekly
14118,A,efficiency-oriented,daily
14119,B,comfort-oriented,daily
14120,A,efficiency-oriented,daily
14121,B,efficiency-oriented,daily
14122,A,efficiency-oriented,weekly
14123,B,comfort-oriented,daily
14124,A,neutral,weekly
14125,B,efficiency-oriented,daily
14126,B,efficiency-oriented,daily
14127,B,neutral,weekly
14128,A,comfort-oriented,weekly
14129,B,efficiency-oriented,weekly
14130,A,comfort-oriented,daily
14131,A,efficiency-oriented,weekly
14132,A,comfort-oriented,daily
14133,A,efficiency-oriented,weekly
14134,A,efficiency-oriented,daily
14135,B,comfort-oriented,daily
14136,A,efficiency-oriented,weekly
14137,A,efficiency-oriented,daily
14138,A,comfort-oriented,weekly
14139,B,comfort-oriented,daily
14140,B,neutral,weekly
14141,A,efficiency-oriented,daily
14142,B,efficiency-oriented,daily
14143,B,efficiency-oriented,weekly
14144,A,efficiency-oriented,weekly
14145,B,efficiency-oriented,rarely
14146,B,efficiency-oriented,rarely
14147,B,efficiency-oriented,weekly
14148,A,efficiency-oriented,daily
14149,A,comfort-oriented,weekly
14150,A,efficiency-oriented,daily
14151,B,efficiency-oriented,daily
14152,B,efficiency-oriented,daily
14153,A,efficiency-oriented,weekly
14154,A,efficiency-oriented,weekly
14155,B,comfort-oriented,rarely
14156,B,comfort-oriented,weekly
14157,B,efficiency-oriented,daily
14158,B,comfort-oriented,weekly
14159,B,efficiency-oriented,daily
14160,A,efficiency-oriented,daily
14161,A,comfort-oriented,weekly
14162,A,comfort-oriented,rarely
14163,B,efficiency-oriented,daily
14164,A,comfort-oriented,daily
14165,A,efficiency-oriented,rarely
14166,A,efficiency-oriented,daily
14167,A,efficiency-oriented,daily
14168,B,comfort-oriented,daily
14169,A,comfort-oriented,weekly
14170,A,comfort-oriented,daily
14171,B,efficiency-oriented,daily
14172,A,efficiency-oriented,daily
14173,B,comfort-oriented,daily
14174,B,neutral,daily
14175,B,comfort-oriented,daily
14176,B,efficiency-oriented,daily
14177,A,efficiency-oriented,daily
14178,B,neutral,daily
14179,A,efficiency-oriented,daily
14180,A,comfort-oriented,daily
14181,A,efficiency-oriented,weekly
14182,A,efficiency-oriented,daily
14183,B,efficiency-oriented,daily
14184,A,efficiency-oriented,weekly
14185,B,efficiency-oriented,weekly
14186,A,comfort-oriented,weekly
14187,A,comfort-oriented,weekly
14188,B,comfort-oriented,daily
14189,A,comfort-oriented,rarely
14190,B,efficiency-oriented,weekly
14191,A,efficiency-oriented,daily
14192,A,comfort-oriented,daily
14193,A,comfort-oriented,daily
14194,B,comfort-oriented,daily
14195,A,efficiency-oriented,daily
14196,A,efficiency-oriented,daily
14197,A,efficiency-oriented,daily
14198,B,comfort-oriented,rarely
14199,B,comfort-oriented,daily
14200,B,comfort-oriented,daily
14201,A,efficiency-oriented,daily
14202,B,comfort-oriented,weekly
14203,B,comfort-oriented,daily
14204,B,efficiency-oriented,daily
14205,B,efficiency-oriented,weekly
14206,B,efficiency-oriented,daily
14207,A,comfort-oriented,daily
14208,B,efficiency-oriented,daily
14209,B,efficiency-oriented,daily
14210,A,efficiency-oriented,daily
14211,A,efficiency-oriented,daily
14212,B,efficiency-oriented,rarely
14213,A,efficiency-oriented,daily
14214,B,comfort-oriented,daily
14215,A,neutral,daily
14216,A,efficiency-oriented,weekly
14217,A,comfort-oriented,daily
14218,A,efficiency-oriented,weekly
14219,A,comfort-oriented,daily
14220,A,efficiency-oriented,rarely
14221,B,efficiency-oriented,weekly
14222,B,comfort-oriented,weekly
14223,A,efficiency-oriented,weekly
14224,B,efficiency-oriented,daily
14225,B,efficiency-oriented,weekly
14226,B,comfort-oriented,rarely
14227,B,comfort-oriented,weekly
14228,A,comfort-oriented,daily
14229,A,comfort-oriented,weekly
14230,A,neutral,daily
14231,A,efficiency-oriented,weekly
14232,B,efficiency-oriented,daily
14233,A,efficiency-oriented,daily
14234,B,comfort-oriented,daily
14235,B,efficiency-oriented,rarely
14236,B,efficiency-oriented,daily
14237,B,efficiency-oriented,weekly
14238,A,neutral,weekly
14239,B,neutral,weekly
14240,A,efficiency-oriented,daily
14241,B,neutral,rarely
14242,B,comfort-oriented,daily
14243,B,comfort-oriented,weekly
14244,A,efficiency-oriented,daily
14245,B,efficiency-oriented,weekly
14246,A,efficiency-oriented,daily
14247,A,efficiency-oriented,weekly
14248,B,comfort-oriented,daily
14249,A,efficiency-oriented,daily
14250,B,comfort-oriented,daily
14251,A,comfort-oriented,daily
14252,B,efficiency-oriented,daily
14253,A,efficiency-oriented,daily
14254,B,efficiency-oriented,daily
14255,B,efficiency-oriented,daily
14256,B,comfort-oriented,daily
14257,A,comfort-oriented,daily
14258,B,neutral,weekly
14259,A,comfort-oriented,daily
14260,A,comfort-oriented,weekly
14261,A,efficiency-oriented,weekly
14262,B,efficiency-oriented,daily
14263,A,efficiency-oriented,weekly
14264,B,comfort-oriented,weekly
14265,B,comfort-oriented,weekly
14266,A,comfort-oriented,rarely
14267,B,neutral,daily
14268,A,neutral,daily
14269,B,comfort-oriented,daily
14270,A,comfort-oriented,daily
14271,B,efficiency-oriented,daily
14272,A,efficiency-oriented,daily
14273,A,comfort-oriented,daily
14274,A,comfort-oriented,daily
14275,A,neutral,weekly
14276,A,efficiency-oriented,daily
14277,A,comfort-oriented,daily
14278,A,efficiency-oriented,daily
14279,B,efficiency-oriented,rarely
14280,B,efficiency-oriented,daily
14281,B,efficiency-oriented,daily
14282,B,comfort-oriented,rarely
14283,B,efficiency-oriented,weekly
14284,B,neutral,daily
14285,A,comfort-oriented,weekly
14286,B,efficiency-oriented,daily
14287,A,comfort-oriented,daily
14288,B,neutral,daily
14289,B,comfort-oriented,weekly
14290,A,efficiency-oriented,daily
14291,B,efficiency-oriented,rarely
14292,A,efficiency-oriented,daily
14293,A,comfort-oriented,daily
14294,A,efficiency-oriented,daily
14295,B,comfort-oriented,weekly
14296,B,efficiency-oriented,daily
14297,B,comfort-oriented,daily
14298,A,efficiency-oriented,daily
14299,B,comfort-oriented,weekly
14300,B,efficiency-oriented,daily
14301,A,efficiency-oriented,weekly
14302,B,comfort-oriented,weekly
14303,A,efficiency-oriented,daily
14304,A,efficiency-oriented,daily
14305,A,comfort-oriented,rarely
14306,B,comfort-oriented,daily
14307,A,efficiency-oriented,weekly
14308,A,neutral,daily
14309,A,efficiency-oriented,daily
14310,A,comfort-oriented,daily
14311,A,efficiency-oriented,daily
14312,A,efficiency-oriented,rarely
14313,B,efficiency-oriented,daily
14314,A,comfort-oriented,daily
14315,B,efficiency-oriented,weekly
14316,B,efficiency-oriented,daily
14317,A,efficiency-oriented,daily
14318,A,neutral,weekly
14319,B,comfort-oriented,daily
14320,A,efficiency-oriented,daily
14321,A,neutral,weekly
14322,A,neutral,daily
14323,B,comfort-oriented,weekly
14324,B,efficiency-oriented,weekly
14325,B,comfort-oriented,daily
14326,B,comfort-oriented,daily
14327,A,efficiency-oriented,daily
14328,A,comfort-oriented,rarely
14329,A,comfort-oriented,daily
14330,A,comfort-oriented,daily
14331,A,neutral,weekly
14332,A,comfort-oriented,weekly
14333,A,comfort-oriented,rarely
14334,A,comfort-oriented,weekly
14335,A,efficiency-oriented,rarely
14336,B,efficiency-oriented,daily
14337,B,efficiency-oriented,daily
14338,B,efficiency-oriented,weekly
14339,A,comfort-oriented,daily
14340,A,efficiency-oriented,weekly
14341,A,efficiency-oriented,weekly
14342,A,comfort-oriented,daily
14343,A,efficiency-oriented,daily
14344,B,efficiency-oriented,daily
14345,B,efficiency-oriented,weekly
14346,A,comfort-oriented,weekly
14347,A,neutral,daily
14348,A,efficiency-oriented,daily
14349,A,efficiency-oriented,daily
14350,A,efficiency-oriented,daily
14351,A,neutral,weekly
14352,A,comfort-oriented,daily
14353,A,efficiency-oriented,daily
14354,A,comfort-oriented,weekly
14355,A,efficiency-oriented,weekly
14356,A,efficiency-oriented,daily
14357,B,comfort-oriented,daily
14358,A,efficiency-oriented,daily
14359,B,comfort-oriented,weekly
14360,B,efficiency-oriented,weekly
14361,B,neutral,daily
14362,B,neutral,daily
14363,B,efficiency-oriented,weekly
14364,B,comfort-oriented,daily
14365,A,efficiency-oriented,rarely
14366,A,comfort-oriented,daily
14367,B,efficiency-oriented,daily
14368,B,comfort-oriented,daily
14369,B,efficiency-oriented,daily
14370,B,efficiency-oriented,daily
14371,B,comfort-oriented,daily
14372,B,neutral,rarely
14373,B,efficiency-oriented,daily
14374,B,comfort-oriented,daily
14375,B,comfort-oriented,daily
14376,B,efficiency-oriented,daily
14377,B,efficiency-oriented,daily
14378,B,efficiency-oriented,weekly
14379,A,efficiency-oriented,weekly
14380,A,efficiency-oriented,weekly
14381,B,efficiency-oriented,daily
14382,B,efficiency-oriented,daily
14383,A,efficiency-oriented,weekly
14384,A,comfort-oriented,weekly
14385,B,efficiency-oriented,daily
14386,B,efficiency-oriented,daily
14387,B,efficiency-oriented,rarely
14388,B,comfort-oriented,daily
14389,A,neutral,daily
14390,A,comfort-oriented,daily
14391,A,comfort-oriented,weekly
14392,B,efficiency-oriented,weekly
14393,A,efficiency-oriented,daily
14394,B,efficiency-oriented,daily
14395,B,efficiency-oriented,daily
14396,B,efficiency-oriented,weekly
14397,B,comfort-oriented,daily
14398,A,efficiency-oriented,daily
14399,B,efficiency-oriented,daily
14400,A,efficiency-oriented,daily
14401,A,efficiency-oriented,rarely
14402,A,comfort-oriented,daily
14403,A,neutral,daily
14404,B,comfort-oriented,daily
14405,B,neutral,rarely
14406,A,efficiency-oriented,daily
14407,A,efficiency-oriented,daily
14408,B,efficiency-oriented,daily
14409,B,efficiency-oriented,rarely
14410,A,comfort-oriented,daily
14411,B,efficiency-oriented,daily
14412,B,comfort-oriented,weekly
14413,B,comfort-oriented,weekly
14414,A,neutral,daily
14415,B,comfort-oriented,weekly
14416,B,neutral,weekly
14417,B,efficiency-oriented,daily
14418,B,efficiency-oriented,weekly
14419,B,efficiency-oriented,daily
14420,A,efficiency-oriented,daily
14421,B,efficiency-oriented,rarely
14422,B,comfort-oriented,daily
14423,B,comfort-oriented,weekly
14424,A,efficiency-oriented,daily
14425,A,comfort-oriented,weekly
14426,B,efficiency-oriented,daily
14427,B,efficiency-oriented,weekly
14428,A,neutral,daily
14429,B,efficiency-oriented,weekly
14430,A,neutral,daily
14431,B,efficiency-oriented,daily
14432,B,efficiency-oriented,daily
14433,A,efficiency-oriented,daily
14434,B,comfort-oriented,daily
14435,B,efficiency-oriented,daily
14436,A,efficiency-oriented,daily
14437,B,efficiency-oriented,weekly
14438,A,comfort-oriented,weekly
14439,B,comfort-oriented,rarely
14440,A,efficiency-oriented,daily
14441,A,efficiency-oriented,daily
14442,A,efficiency-oriented,daily
14443,A,efficiency-oriented,daily
14444,B,neutral,daily
14445,A,neutral,weekly
14446,A,neutral,daily
14447,B,efficiency-oriented,weekly
14448,A,comfort-oriented,rarely
14449,B,comfort-oriented,weekly
14450,B,efficiency-oriented,daily
14451,B,efficiency-oriented,weekly
14452,A,comfort-oriented,weekly
14453,A,efficiency-oriented,rarely
14454,B,comfort-oriented,daily
14455,A,efficiency-oriented,daily
14456,A,comfort-oriented,daily
14457,A,comfort-oriented,daily
14458,A,efficiency-oriented,rarely
14459,B,efficiency-oriented,weekly
14460,B,neutral,daily
14461,B,comfort-oriented,daily
14462,B,efficiency-oriented,daily
14463,A,neutral,rarely
14464,A,efficiency-oriented,weekly
14465,B,comfort-oriented,daily
14466,A,efficiency-oriented,daily
14467,A,efficiency-oriented,daily
14468,B,efficiency-oriented,rarely
14469,B,efficiency-oriented,daily
14470,A,neutral,weekly
14471,B,efficiency-oriented,rarely
14472,B,comfort-oriented,weekly
14473,A,efficiency-oriented,weekly
14474,B,neutral,daily
14475,A,neutral,daily
14476,B,comfort-oriented,weekly
14477,B,comfort-oriented,weekly
14478,B,efficiency-oriented,weekly
14479,A,efficiency-oriented,daily
14480,A,neutral,weekly
14481,A,efficiency-oriented,daily
14482,B,comfort-oriented,daily
14483,A,efficiency-oriented,daily
14484,A,comfort-oriented,daily
14485,A,comfort-oriented,rarely
14486,A,efficiency-oriented,daily
14487,A,efficiency-oriented,rarely
14488,B,comfort-oriented,daily
14489,A,comfort-oriented,daily
14490,A,efficiency-oriented,weekly
14491,B,comfort-oriented,daily
14492,B,efficiency-oriented,weekly
14493,A,comfort-oriented,daily
14494,A,efficiency-oriented,daily
14495,B,efficiency-oriented,daily
14496,A,efficiency-oriented,daily
14497,B,efficiency-oriented,rarely
14498,A,comfort-oriented,daily
14499,A,efficiency-oriented,weekly
14500,A,comfort-oriented,daily
14501,B,comfort-oriented,daily
14502,B,efficiency-oriented,daily
14503,A,efficiency-oriented,daily
14504,B,efficiency-oriented,weekly
14505,A,comfort-oriented,daily
14506,A,comfort-oriented,daily
14507,B,efficiency-oriented,daily
14508,A,efficiency-oriented,daily
14509,B,comfort-oriented,weekly
14510,B,efficiency-oriented,rarely
14511,B,efficiency-oriented,weekly
14512,B,efficiency-oriented,weekly
14513,A,comfort-oriented,weekly
14514,A,neutral,daily
14515,A,efficiency-oriented,daily
14516,A,neutral,weekly
14517,A,comfort-oriented,weekly
14518,A,comfort-oriented,daily
14519,B,comfort-oriented,daily
14520,A,comfort-oriented,daily
14521,B,efficiency-oriented,weekly
14522,B,comfort-oriented,weekly
14523,B,neutral,daily
14524,A,efficiency-oriented,daily
14525,A,efficiency-oriented,weekly
14526,A,efficiency-oriented,daily
14527,A,comfort-oriented,daily
14528,A,efficiency-oriented,weekly
14529,B,efficiency-oriented,weekly
14530,A,comfort-oriented,daily
14531,B,comfort-oriented,weekly
14532,B,comfort-oriented,weekly
14533,A,neutral,daily
14534,A,efficiency-oriented,rarely
14535,B,comfort-oriented,daily
14536,A,comfort-oriented,rarely
14537,B,efficiency-oriented,rarely
14538,A,efficiency-oriented,weekly
14539,B,comfort-oriented,daily
14540,A,efficiency-oriented,rarely
14541,A,efficiency-oriented,daily
14542,B,neutral,daily
14543,A,efficiency-oriented,daily
14544,A,efficiency-oriented,daily
14545,A,comfort-oriented,daily
14546,A,efficiency-oriented,daily
14547,B,efficiency-oriented,daily
14548,B,efficiency-oriented,weekly
14549,B,comfort-oriented,weekly
14550,B,efficiency-oriented,weekly
14551,A,comfort-oriented,daily
14552,A,efficiency-oriented,weekly
14553,B,efficiency-oriented,weekly
14554,B,efficiency-oriented,weekly
14555,A,efficiency-oriented,daily
14556,A,neutral,rarely
14557,A,comfort-oriented,weekly
14558,B,efficiency-oriented,daily
14559,B,efficiency-oriented,rarely
14560,A,efficiency-oriented,rarely
14561,B,comfort-oriented,daily
14562,A,comfort-oriented,weekly
14563,A,neutral,daily
14564,B,comfort-oriented,daily
14565,A,comfort-oriented,rarely
14566,A,efficiency-oriented,weekly
14567,B,efficiency-oriented,weekly
14568,B,comfort-oriented,daily
14569,B,comfort-oriented,weekly
14570,A,efficiency-oriented,weekly
14571,A,neutral,daily
14572,B,comfort-oriented,weekly
14573,B,efficiency-oriented,daily
14574,B,comfort-oriented,daily
14575,A,efficiency-oriented,weekly
14576,A,efficiency-oriented,daily
14577,B,comfort-oriented,daily
14578,B,neutral,daily
14579,A,efficiency-oriented,rarely
14580,A,comfort-oriented,daily
14581,A,efficiency-oriented,rarely
14582,A,efficiency-oriented,daily
14583,A,efficiency-oriented,daily
